comentarios,source,fecha,tiene_groseria,comentarios_censurados,etiqueta,etiqueta_predicha,relevancia
Convertir a la cdmex en un tianguis gigante no es como que muy bueno,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Convertir a la cdmex en un tianguis gigante no es como que muy bueno,positivo_sugerencia,neutral,2.712602180125577
Me caga que uses los perritos para limpiar tu imagen cuando tú no has querido hacer nada por el bienestar animal. Maldita miserable,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Me caga que uses los perritos para limpiar tu imagen cuando tú no has querido hacer nada por el bienestar animal. Maldita miserable,negativo,neutral,3.8771672916855695
Le fascina la pose y la foto! Gordinflona miserable,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Le fascina la pose y la foto! Gordinflona miserable,neutral,neutral,2.213279610890395
Pinches populistas que asco  lo peor son la gente que se prestan a esas pendejadas.,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,True,Pinches populistas que asco  lo peor son la gente que se prestan a esas *******das.,negativo,neutral,3.091651058292752
"Una vuelta por la ciudad para ubicarse en las necesidades reales.    Delincuencia, baches, comercio informal, franeleros, autos estacionados en lugares prohibidos.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Una vuelta por la ciudad para ubicarse en las necesidades reales.    Delincuencia, baches, comercio informal, franeleros, autos estacionados en lugares prohibidos.",negativo,neutral,3.511565837428458
Iztapalapeando la CDMX…,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Iztapalapeando la CDMX…,neutral,neutral,1.0
"Oye 
@ClaraBrugadaM
 le he preguntado a Nancy la alcaldesa de Azcapotzalco que dónde se reporta la coladera tapada?
Los vecinos estamos preocupados.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Oye 
@ClaraBrugadaM
 le he preguntado a Nancy la alcaldesa de Azcapotzalco que dónde se reporta la coladera tapada?
Los vecinos estamos preocupados.",neutral,neutral,3.651425576677201
Y el ambulantaje APA?,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Y el ambulantaje APA?,neutral,neutral,1.408543780391955
"No respetan semana santa es la semana mayor y no tienen respeto ,estos días son días de guardar",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"No respetan semana santa es la semana mayor y no tienen respeto ,estos días son días de guardar",neutral,neutral,2.9320927519539404
"¡Ya están las primeras cuotas para la gran batalla de la Champions League!  
¿Quién logrará avanzar a la final?  Barcelona, Inter de Milán, PSG y Arsenal son los equipos que luchan por el trofeo. 
¡No te quedes fuera y haz tu apuesta anticipada para asegurar tu lugar en la",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"¡Ya están las primeras cuotas para la gran batalla de la Champions League!  
¿Quién logrará avanzar a la final?  Barcelona, Inter de Milán, PSG y Arsenal son los equipos que luchan por el trofeo. 
¡No te quedes fuera y haz tu apuesta anticipada para asegurar tu lugar en la",neutral,neutral,4.86586368494093
Ojalá le supiera poquito,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Ojalá le supiera poquito,neutral,neutral,1.971555256276604
"A quien quieres engañar? revisa todo el ambulantaje que esta invadiendo salidas de metro, policías haciendo operativos para robar, fiscalías vendiendo la justicia, el trafico a tope, Invaciones de casas y áreas verdes, en fin CHTM, nada que ver con la 4T",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"A quien quieres engañar? revisa todo el ambulantaje que esta invadiendo salidas de metro, policías haciendo operativos para robar, fiscalías vendiendo la justicia, el trafico a tope, Invaciones de casas y áreas verdes, en fin CHTM, nada que ver con la 4T",neutral,neutral,5.014551607042405
"Para muestra!!! los montachoques con todo y tus policías robando y haciendo labores de transito....en serio que personaje tan mierd nos toco contigo, el movimiento de regeneración nacional debe cuidar eso... no solo se trata de engañar..",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Para muestra!!! los montachoques con todo y tus policías robando y haciendo labores de transito....en serio que personaje tan mierd nos toco contigo, el movimiento de regeneración nacional debe cuidar eso... no solo se trata de engañar..",neutral,neutral,4.549600890626012
Porque no hay rtp's aquí en Balderas,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Porque no hay rtp's aquí en Balderas,neutral,neutral,2.3837954977167737
"Buenas noches, hasta el momento no se reportan aperturas en el servicio de apoyo en Balderas.
Solicitamos el apoyo de supervisión para seguimiento de su reporte.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Buenas noches, hasta el momento no se reportan aperturas en el servicio de apoyo en Balderas.
Solicitamos el apoyo de supervisión para seguimiento de su reporte.",neutral,neutral,3.579627887286338
"Eso qué!?
Tiene años que las parejas diversas viajan en ruta 100, rtp, metro, trolebús, micro, etc.
Fomenten el respeto para todos los ciudadanos, no para un solo grupo. Nadie es más y nadie es menos!!",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Eso qué!?
Tiene años que las parejas diversas viajan en ruta 100, rtp, metro, trolebús, micro, etc.
Fomenten el respeto para todos los ciudadanos, no para un solo grupo. Nadie es más y nadie es menos!!",neutral,neutral,4.642378636323514
"Dicen puras estupideces, la ruta de Miguel Angel de quevedo a santa fe es una puta basura y ustedes no hacen ni madres bolabde pendejos hastav1 perra hora esperando a los chóferes de mierda que se hacen pendejos 
@ClaraBrugadaM
 @Claudiashein
 @LaSEMOVI
 @GobCDMX
 y les vale madres...",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,True,"Dicen puras estupideces, la ruta de Miguel Angel de quevedo a santa fe es una **** basura y ustedes no hacen ni madres bolabde *******s hastav1 perra hora esperando a los chóferes de ****** que se hacen *******s 
@ClaraBrugadaM
 @Claudiashein
 @LaSEMOVI
 @GobCDMX
 y les vale madres...",negativo,neutral,4.88284314326942
"Opere en un
plataforma
fácil de usar
3.000 CFDs: Acciones, divisas, índices, materias primas, criptomonedas",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Opere en un
plataforma
fácil de usar
3.000 CFDs: Acciones, divisas, índices, materias primas, criptomonedas",neutral,neutral,2.959317223585761
Con el mugrero en las calles.,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Con el mugrero en las calles.,neutral,neutral,1.370170349535713
Hay doña usted siempre en todo menos en lo importante doñita a ver cuando atiende la inseguridad,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Hay doña usted siempre en todo menos en lo importante doñita a ver cuando atiende la inseguridad,neutral,neutral,3.550039080619862
"No hay forma de invertir en una ciudad/país en donde el gobierno esté coludido, asociado, protegiendo al Crimen Organizado y en específico al Narco.

Abandonando el barco , ahí se quedan con su país bananero 4T y toda su terrible inseguridad.

Sigan disfrutando",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"No hay forma de invertir en una ciudad/país en donde el gobierno esté coludido, asociado, protegiendo al Crimen Organizado y en específico al Narco.

Abandonando el barco , ahí se quedan con su país bananero 4T y toda su terrible inseguridad.

Sigan disfrutando",neutral,neutral,4.982561840503548
"En la Ciudad de México celebraremos el #DíaInternacionalDeLaDanza a lo grande; desde el balcón, disfrutamos de un ensayo lleno de energía y talento que anuncia la fiesta cultural que viviremos, y en donde realizaremos un homenaje a la legendaria actriz y bailarina Tongolele. ¡Ven",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"En la Ciudad de México celebraremos el #DíaInternacionalDeLaDanza a lo grande; desde el balcón, disfrutamos de un ensayo lleno de energía y talento que anuncia la fiesta cultural que viviremos, y en donde realizaremos un homenaje a la legendaria actriz y bailarina Tongolele. ¡Ven",negativo,neutral,4.272667987192515
"LLEGAN en BOLA PARA DESPOJAR DEPAS, PREDIOS, EXTORSIONAR…
Irving Aldana
Roberto Reyes 
Hasel Camarillo
Les dicen Los Gordos
Son EXREOS q operan en límites entre 
@A_VCarranza
 y 
@AlcCuauhtemocMx
 
Agentes de 
@SSC_CDMX
 Zona Norte ya los detuvieron.

El caso #C4EnAlerta",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"LLEGAN en BOLA PARA DESPOJAR DEPAS, PREDIOS, EXTORSIONAR…
Irving Aldana
Roberto Reyes 
Hasel Camarillo
Les dicen Los *****s
Son EXREOS q operan en límites entre 
@A_VCarranza
 y 
@AlcCuauhtemocMx
 
Agentes de 
@SSC_CDMX
 Zona Norte ya los detuvieron.

El caso #C4EnAlerta",neutral,neutral,4.190300123718157
"Los días jueves 17 y viernes 18 de abril no habrá #MañaneraDelPueblo; la presidenta 
@Claudiashein
 retoma la conferencia de prensa el lunes 21 de abril.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Los días jueves 17 y viernes 18 de abril no habrá #MañaneraDelPueblo; la presidenta 
@Claudiashein
 retoma la conferencia de prensa el lunes 21 de abril.",neutral,neutral,3.3353481284218427
Hermosa nuestra ciudad!,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Hermosa nuestra ciudad!,neutral,neutral,1.3571762240452236
Y las coladeras?,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Y las coladeras?,neutral,neutral,0.0
"Ya también Chapultepec se está convirtiendo en un tianguis con todos los puestos de lámina que han puesto, antes era un espacio para salir de todo ese mundo del ambulantaje ahora ya no se puede disfrutar del bosque de Chapultepec sin ambulantes que tristeza",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Ya también Chapultepec se está convirtiendo en un tianguis con todos los puestos de lámina que han puesto, antes era un espacio para salir de todo ese mundo del ambulantaje ahora ya no se puede disfrutar del bosque de Chapultepec sin ambulantes que tristeza",neutral,neutral,5.064740962275349
Ya se que muchas me dicen PRI era. Corruptos lo peor pero no dejaban inmigrantes aquí no había tantos robos estaba censurado todo gobernación existía basura no pasaba tv radio música hoy es una mierda todo con abrazos y regaños yo voté x un cambio no lo hay  sólo escucho ala gent,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,True,Ya se que muchas me dicen PRI era. Corruptos lo peor pero no dejaban inmigrantes aquí no había tantos robos estaba censurado todo gobernación existía basura no pasaba tv radio música hoy es una ****** todo con abrazos y regaños yo voté x un cambio no lo hay  sólo escucho ala gent,negativo,neutral,5.92105375275156
Escucho ala gente ya no puedes salir como antes x q nunca sabés si regresas tienes basura de policía y tránsito tienes a una mujer mala q no sabe cómo gobernar la CDMX lo q necesita es seguridad seguridad no proyectos no sirve ahí está metro traes más delincuencia en trole elevo,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Escucho ala gente ya no puedes salir como antes x q nunca sabés si regresas tienes basura de policía y tránsito tienes a una mujer mala q no sabe cómo gobernar la CDMX lo q necesita es seguridad seguridad no proyectos no sirve ahí está metro traes más delincuencia en trole elevo,negativo,neutral,5.577052166979932
"https://x.com/Mr_Civico/status/1912386950146687235?t=PaXB_WhGlk_LGFd6mKpGMA&s=19…

Mientras tu compartes fotos",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"https://x.com/Mr_Civico/status/1912386950146687235?t=PaXB_WhGlk_LGFd6mKpGMA&s=19…

Mientras tu compartes fotos",neutral,neutral,2.9858580857321555
"@ClaraBrugadaM
  pensando como usted y su poca cultura lingüística, le faltó escribir uno de LAS Y LOS lugares … así como se lee de ridículo, lo es también cuando escribe usted.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"@ClaraBrugadaM
  pensando como usted y su poca cultura lingüística, le faltó escribir uno de LAS Y LOS lugares … así como se lee de ridículo, lo es también cuando escribe usted.",neutral,neutral,3.904454547694289
Yo deseo una CDMX sin ilegales tragando en centro sin papeles q López Obrador se los llevé ala chin a su rancho el no se preocupo x la CDMX vivió acá nos dejó echa la CDMX lo peor morena no sirve no hay cambio de nada estamos para atrás despierta México exije el cambio,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Yo deseo una CDMX sin ilegales tragando en centro sin papeles q López Obrador se los llevé ala chin a su rancho el no se preocupo x la CDMX vivió acá nos dejó echa la CDMX lo peor morena no sirve no hay cambio de nada estamos para atrás despierta México exije el cambio,negativo,neutral,4.874550369085721
Hay doña asi como es usted no vaya a llenar de ambulantes esa zona como lo hizo con Bellas artes hay Doñita de veras con usted,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Hay doña asi como es usted no vaya a llenar de ambulantes esa zona como lo hizo con Bellas artes hay Doñita de veras con usted,neutral,neutral,4.07199825889089
Buen día disque gobernadora de la CDMX nos podía explicar por qué los programas sociales que tanto publicitan solo aplican en alcaldías gobernadas por morena y en las que no ni se asoman no se supone que usted gobierna para todos los habitantes de las CDMX,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Buen día disque gobernadora de la CDMX nos podía explicar por qué los programas sociales que tanto publicitan solo aplican en alcaldías gobernadas por morena y en las que no ni se asoman no se supone que usted gobierna para todos los habitantes de las CDMX,neutral,neutral,5.023715120615311
Traes delincuentes del estado de México saturas el metro x decir acá constitución de 1917 esté país necesita valores no proyectos la seguridad para vivir digna mente yo recuerdo q antes salias todo en paz hoy pura mierda de policía rateros aquí todos los partidos son ratas,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,True,Traes delincuentes del estado de México saturas el metro x decir acá constitución de 1917 esté país necesita valores no proyectos la seguridad para vivir digna mente yo recuerdo q antes salias todo en paz hoy pura ****** de policía rateros aquí todos los partidos son ratas,negativo,neutral,5.5625324042639255
Cuando las cosas no salen bien creemos en los reyes magos aquí es q te cansas esto es una publicación de Aristegui no solo es CDMX es el estado de México no funciona los gobiernos de morena tantos robos asaltos está señora no hace nada x quitar tanto deshuesaderos,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Cuando las cosas no salen bien creemos en los reyes magos aquí es q te cansas esto es una publicación de Aristegui no solo es CDMX es el estado de México no funciona los gobiernos de morena tantos robos asaltos está señora no hace nada x quitar tanto deshuesaderos,negativo,neutral,5.13539821256568
"@ClaraBrugadaM
  @Claudiashein
   Urge la sustitución de toda la red hídrica de la CDMX, que aún es de asbesto, porque esto provoca miles de fugas y que el agua nos llegue muy sucia...",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"@ClaraBrugadaM
  @Claudiashein
   Urge la sustitución de toda la red hídrica de la CDMX, que aún es de asbesto, porque esto provoca miles de fugas y que el agua nos llegue muy sucia...",neutral,neutral,4.400320938524654
"A ver, está es visible, la van a reparar o qué?",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"A ver, está es visible, la van a reparar o qué?",neutral,neutral,2.574287425155441
Cual es el programa integral del manejo del agua?? Ya no alcanza,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Cual es el programa integral del manejo del agua?? Ya no alcanza,neutral,neutral,2.709086457926599
"Fuga en avenida palmas y sierra Aconcagua, Miguel Hidalgo, se ha reporta muchas veces vienen toman foto y no la reparan,",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Fuga en avenida palmas y sierra Aconcagua, Miguel Hidalgo, se ha reporta muchas veces vienen toman foto y no la reparan,",neutral,neutral,3.9268204946980583
"Solo que esos equipos de
detección de fugas fueron comprada y nunca utilizadas por la administración anterior a su gobierno",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Solo que esos equipos de
detección de fugas fueron comprada y nunca utilizadas por la administración anterior a su gobierno",neutral,neutral,3.509718019829953
Gracias #NarcoJefaDeGobiernoCDMX,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Gracias #NarcoJefaDeGobiernoCDMX,neutral,neutral,1.0
"La seguridad pa segundo, tercer o cuarto plano?",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"La seguridad pa segundo, tercer o cuarto plano?",neutral,neutral,2.444618222685804
Insuficiente . Se requiere que en vez de gastar 40 mil millones de dólares para Dos bocas gasten lo mismo para llevar aguas a las. Ciudades . Hay ríos que desembocan el golfo sin más uso del agua,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Insuficiente . Se requiere que en vez de gastar 40 mil millones de dólares para Dos bocas gasten lo mismo para llevar aguas a las. Ciudades . Hay ríos que desembocan el golfo sin más uso del agua,neutral,neutral,4.362683315058023
La única de Morena que si chambea :),rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,La única de Morena que si chambea :),neutral,neutral,1.6723806524007188
"Ya se habían tardado, y es un hecho que se tienen que sustituir la red hídrica de suministro, que en efecto es muy vieja …",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Ya se habían tardado, y es un hecho que se tienen que sustituir la red hídrica de suministro, que en efecto es muy vieja …",neutral,neutral,3.658003377469322
Se vale soñar,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Se vale soñar,neutral,neutral,1.6650825089462096
"Q idiotes no gay q reparar, hay q cambiar toda la tubería, ya basta de PARCHES",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Q idiotes no gay q reparar, hay q cambiar toda la tubería, ya basta de PARCHES",neutral,neutral,2.9209208295202886
Fodonga inútil,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Fodonga inútil,neutral,neutral,1.0
"Señora Jefa de Gobierno de la CDMX.
Ya le dijeron que en Xochimilco desaparecieron un monumento emblematico con valor de 10 millones de pesos y la Alcaldesa 
@CamachoCirce
 despues de 2 semanas no ha dicho nada al respecto. Apesar de que fue personal de la Alcaldia la que lo retiro",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Señora Jefa de Gobierno de la CDMX.
Ya le dijeron que en Xochimilco desaparecieron un monumento emblematico con valor de 10 millones de pesos y la Alcaldesa 
@CamachoCirce
 despues de 2 semanas no ha dicho nada al respecto. Apesar de que fue personal de la Alcaldia la que lo retiro",neutral,neutral,5.056898351656224
"Pinche gorda y ratera !!!! Solo te ocupas de lavar dinero !!!! Asco ! Ya deberían mandarte a la chingada, si te postulas para más cosas ojalá NADIE VOTE POR TI !!!! JAMÁS !!!!!!!",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,True,"Pinche ***** y ratera !!!! Solo te ocupas de lavar dinero !!!! Asco ! Ya deberían mandarte a la ******da, si te postulas para más cosas ojalá NADIE VOTE POR TI !!!! JAMÁS !!!!!!!",negativo,neutral,4.107233341939304
"Pinche Doña Lencha,si no atienden las fugas visibles......imaginen las que no se ven...seguro pinche programita costará más de 100 millones del erario",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Pinche Doña Lencha,si no atienden las fugas visibles......imaginen las que no se ven...seguro pinche programita costará más de 100 millones del erario",neutral,neutral,3.732400127224108
"@ClaraBrugadaM
 @SEGIAGUA
  nos pueden ayudar en la Morelos no tenemos agua la 
@AlcCuauhtemocMx
  no nos apoya y ya tenemos varios reportes   sin respuesta",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"@ClaraBrugadaM
 @SEGIAGUA
  nos pueden ayudar en la Morelos no tenemos agua la 
@AlcCuauhtemocMx
  no nos apoya y ya tenemos varios reportes   sin respuesta",neutral,neutral,3.6761173387342807
Que asco me das,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Que asco me das,neutral,neutral,1.933293397648954
Gracias,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Gracias,neutral,neutral,1.0
"La respuesta para atender las fugas reportadas en vías  "" secundarias"" es nefasta. Por experiencia propia, una fuga tardaron más de 3 meses en  repararla, y dejan  los boquetes y perforaciones sin reparar;piedras, escombros y tierra aventada donde se puede.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"La respuesta para atender las fugas reportadas en vías  "" secundarias"" es nefasta. Por experiencia propia, una fuga tardaron más de 3 meses en  repararla, y dejan  los boquetes y perforaciones sin reparar;piedras, escombros y tierra aventada donde se puede.",neutral,neutral,4.979603671557956
puras palabras,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,puras palabras,neutral,neutral,1.4132017017196254
Me preguntó a que olera,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Me preguntó a que olera,neutral,neutral,1.646303166569104
"Si por eso mientras estuviste en Iztapalapa nunca hubo fugas de agua
Nunca hubo agua!!",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Si por eso mientras estuviste en Iztapalapa nunca hubo fugas de agua
Nunca hubo agua!!",neutral,neutral,2.57039357206648
"Jajajaja si se la jalan, cuales fugas, si no hay agua",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Jajajaja si se la jalan, cuales fugas, si no hay agua",neutral,neutral,2.69207293752224
RobR con tu cartel de fotomultas es tu prioridad clara Burrada hay revocación de mandato te vas,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,RobR con tu cartel de fotomultas es tu prioridad clara Burrada hay revocación de mandato te vas,neutral,neutral,3.181114209513913
No mientan,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,No mientan,neutral,neutral,1.0
"Coladera de #SACMEX hoy 
@SEGIAGUA
, expuesta en el carril derecho de Blvd Adolfo López Mateos (Periférico Sur) #3190, Col Jardines del Pedregal, Alcaldía 
@AlcaldiaAO
 CDMX",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Coladera de #SACMEX hoy 
@SEGIAGUA
, expuesta en el carril derecho de Blvd Adolfo López Mateos (Periférico Sur) #3190, Col Jardines del Pedregal, Alcaldía 
@AlcaldiaAO
 CDMX",neutral,neutral,3.959388059382952
Y el traslado de agua?? Desperdiciando millones de litros con tu personas poco capacitado y las unidades en pésimo estado,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Y el traslado de agua?? Desperdiciando millones de litros con tu personas poco capacitado y las unidades en pésimo estado,negativo,neutral,3.110696087683473
"¿no sería mejor que atendiera las fugas que hay en el presupuesto? para garantizar la cero corrupción en su gobierno y el combate continuo a los cínicos rateros que aún persisten en el gobierno de 
@PartidoMorenaMx",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"¿no sería mejor que atendiera las fugas que hay en el presupuesto? para garantizar la cero corrupción en su gobierno y el combate continuo a los cínicos rateros que aún persisten en el gobierno de 
@PartidoMorenaMx",positivo_sugerencia,neutral,3.830848841801531
"Si fuese PRIORIDAD, se resolvería en menos de 24 horas (o menos)
@SEGIAGUA
 R-20250318-0832
@CesacContreras
 folio 4209
Av Luis Cabrera y Cruz Blanca Col La Malinche Cerrada Olivos y Orquídea 10010 
@ALaMagdalenaC
 CDMX

Cc Alcalde 
@Fer_MercadoG",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Si fuese PRIORIDAD, se resolvería en menos de 24 horas (o menos)
@SEGIAGUA
 R-20250318-0832
@CesacContreras
 folio 4209
Av Luis Cabrera y Cruz Blanca Col La Malinche Cerrada Olivos y Orquídea 10010 
@ALaMagdalenaC
 CDMX

Cc Alcalde 
@Fer_MercadoG",negativo,neutral,4.785710997884159
"@ClaraBrugadaM
 ayúdame xfa jefa de gobierno tu teléfono  no sirve quiere denunciar a un médico legista",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"@ClaraBrugadaM
 ayúdame xfa jefa de gobierno tu teléfono  no sirve quiere denunciar a un médico legista",neutral,neutral,3.244759616710431
"Te sientes Gloria Trevi ?   Porque de todos los temas hacen un show con templete, micrófonos, prensa, etc.  Esos son gastos inútiles.  Cuando se trabaja y hay excelentes resultados se nota sin necesidad de tanto show.  Nos damos cuenta !",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Te sientes Gloria Trevi ?   Porque de todos los temas hacen un show con templete, micrófonos, prensa, etc.  Esos son gastos inútiles.  Cuando se trabaja y hay excelentes resultados se nota sin necesidad de tanto show.  Nos damos cuenta !",positivo_sugerencia,neutral,4.993209620219203
"Y desde qué hora se puede atender.
Estoy enfermo de diabetes, no puedo estar mucho tiempo parado, aparte de mi necesidad de ir al baño,  
No habrá otro sistema.
Para evitar el problema, de estar pensando un sanitario.",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Y desde qué hora se puede atender.
Estoy enfermo de diabetes, no puedo estar mucho tiempo parado, aparte de mi necesidad de ir al baño,  
No habrá otro sistema.
Para evitar el problema, de estar pensando un sanitario.",neutral,neutral,4.687968131187931
Muy bien!,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,Muy bien!,positivo_sugerencia,neutral,1.4138243186697723
"LIBERA LA ALAMEDA DEL
AMBULANTAJE!",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"LIBERA LA ALAMEDA DEL
AMBULANTAJE!",neutral,neutral,1.6872932005780643
Si que estás bien pendeja. Che Guatemalteca,rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,True,Si que estás bien *******. Che Guatemalteca,negativo,neutral,1.6640937595036291
"SISMO Magnitud 4.0 Loc  102 km al SURESTE de SALINA CRUZ, OAX 17/04/25 21:54:33 Lat 15.35 Lon -94.78 Pf 18 km",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"SISMO Magnitud 4.0 Loc  102 km al SURESTE de SALINA CRUZ, OAX 17/04/25 21:54:33 Lat 15.35 Lon -94.78 Pf 18 km",neutral,neutral,4.688782607661034
"Bloqueo sobre Calz. de Tlalpan al sur y Río Churubusco, colonia San Diego Churubusco, 
@Alcaldia_Coy
 #C5OjosDeLaCDMX #MovilidadCDMX #C5conConfianza

Alternativa vial: Av. División del Norte",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Bloqueo sobre Calz. de Tlalpan al sur y Río Churubusco, colonia San Diego Churubusco, 
@Alcaldia_Coy
 #C5OjosDeLaCDMX #MovilidadCDMX #C5conConfianza

Alternativa vial: Av. División del Norte",neutral,neutral,3.7017087178785606
"Se activa #AlertaAmarilla por pronóstico de Temperaturas Altas para la tarde de mañana, viernes 18/04/2024, en las demarcaciones: 
@AzcapotzalcoMx
, 
@BJAlcaldia
, 
@Alcaldia_Coy
, 
@AlcCuauhtemocMx
, 
@TuAlcaldiaGAM
, 
@IztacalcoAl
, 
@Alc_Iztapalapa
, 
@AlcaldiaMHmx
, 
@TlahuacRenace
 y",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"Se activa #AlertaAmarilla por pronóstico de Temperaturas Altas para la tarde de mañana, viernes 18/04/2024, en las demarcaciones: 
@AzcapotzalcoMx
, 
@BJAlcaldia
, 
@Alcaldia_Coy
, 
@AlcCuauhtemocMx
, 
@TuAlcaldiaGAM
, 
@IztacalcoAl
, 
@Alc_Iztapalapa
, 
@AlcaldiaMHmx
, 
@TlahuacRenace
 y",neutral,neutral,4.612209477378997
"PRESUMIENDO SUS ARMAS… y SU JERGA APESTOSA
Es Marco M
Se hace llamar El Pollito de La Unión.
Es sicario y extorsionador.
Opera en 
@A_VCarranza
 y 
@AlcCuauhtemocMx
 
Lo han encarcelado en al menos 2 ocasiones.
Si lo ubica, denúncielo a 
@SSC_CDMX
 o 
@FiscaliaCDMX",rtp_cdmx_respuestas_20250418_005746.csv,2025-04-18,False,"PRESUMIENDO SUS ARMAS… y SU JERGA APESTOSA
Es Marco M
Se hace llamar El Pollito de La Unión.
Es sicario y extorsionador.
Opera en 
@A_VCarranza
 y 
@AlcCuauhtemocMx
 
Lo han encarcelado en al menos 2 ocasiones.
Si lo ubica, denúncielo a 
@SSC_CDMX
 o 
@FiscaliaCDMX",neutral,neutral,4.498508907636474
"Cuando el arte y la pasión se encuentran, se crea un legado. Luis Miguel & Tequila Don Ramón, la excelencia de hacer tequila.",rtp_cdmx_respuestas_20250418_010848.csv,2025-04-18,False,"Cuando el arte y la pasión se encuentran, se crea un legado. Luis Miguel & Tequila Don Ramón, la excelencia de hacer tequila.",neutral,neutral,3.421743016593817
